year,month,date,permno,stock_exret,xgb
2010,1,2010-01-29,26403,-0.083720952,0.014346407
2010,1,2010-01-29,26825,0.0229322817,0.0028885314
2010,1,2010-01-29,27043,0.0734258816,0.011455312
2010,1,2010-01-29,27334,-0.021599472,0.005429309
2010,1,2010-01-29,27422,-0.133217603,-0.012703025
2010,1,2010-01-29,27633,-0.115860991,-0.002674384
2010,1,2010-01-29,27684,-0.123342156,-0.052185547
2010,1,2010-01-29,27756,-0.002165026,-0.026842173
2010,1,2010-01-29,27828,-0.086196832,-0.026992872
2010,1,2010-01-29,27887,-0.018575326,-0.016111746
2010,1,2010-01-29,27983,0.0307328869,0.0041531716
2010,1,2010-01-29,28222,-0.062916338,0.0043570236
2010,1,2010-01-29,28345,-0.057564557,-0.00022672769
2010,1,2010-01-29,28484,-0.044793375,-0.010028577
2010,1,2010-01-29,29209,-0.112799734,0.0015197736
2010,1,2010-01-29,29946,-0.042001121,0.0052266116
2010,1,2010-01-29,30681,-0.098339774,0.02764517
2010,1,2010-01-29,30940,-0.046122931,-0.02263245
2010,1,2010-01-29,32707,0.0488967076,0.0090719
2010,1,2010-01-29,32870,0.0119635891,0.008084484
2010,1,2010-01-29,32942,-0.08964055,0.013280431
2010,1,2010-01-29,34032,-0.012671976,0.021276826
2010,1,2010-01-29,34817,-0.125401974,-0.04280046
2010,1,2010-01-29,34833,-0.037000641,-0.017020341
2010,1,2010-01-29,35051,-0.047790043,0.0011616112
2010,1,2010-01-29,36003,0.0207468681,0.04540379
2010,1,2010-01-29,36468,0.0275749695,-0.02020238
2010,1,2010-01-29,37234,0.084044978,-0.020339582
2010,1,2010-01-29,37284,-0.077490784,0.023289667
2010,1,2010-01-29,37807,-0.024318345,0.004996554
2010,1,2010-01-29,38156,-0.011385188,0.016141258
2010,1,2010-01-29,38578,-0.056719825,0.00476008
2010,1,2010-01-29,38659,0.0801120251,-0.0011857608
2010,1,2010-01-29,38682,-0.098338604,0.0057137143
2010,1,2010-01-29,38973,-0.007177067,-0.024868868
2010,1,2010-01-29,39087,-0.103825167,0.017838497
2010,1,2010-01-29,39490,-0.04119416,-0.034892518
2010,1,2010-01-29,39538,-0.013013025,0.009117069
2010,1,2010-01-29,39571,-0.05880291,0.017115708
2010,1,2010-01-29,39642,-0.044255614,-0.0024335207
2010,1,2010-01-29,40125,-0.108291321,0.0092459675
2010,1,2010-01-29,40272,-0.033300899,0.011997516
2010,1,2010-01-29,40416,-0.043174621,0.0072174333
2010,1,2010-01-29,40440,-0.066080876,0.005054324
2010,1,2010-01-29,40539,0.039945256,0.009610968
2010,1,2010-01-29,41080,-0.015263863,-0.0028107818
2010,1,2010-01-29,41355,0.0376762934,-0.006629683
2010,1,2010-01-29,41929,-0.180177569,0.013702698
2010,1,2010-01-29,42083,-0.030727262,-0.0059593376
2010,1,2010-01-29,42200,-0.018455599,0.019454744
2010,1,2010-01-29,42534,0.0216593295,-0.0041687107
2010,1,2010-01-29,42585,-0.027206482,0.009019535
2010,1,2010-01-29,42877,-0.049891558,0.0016396735
2010,1,2010-01-29,43123,-0.087558679,-0.032038264
2010,1,2010-01-29,43350,-0.005047531,0.009935131
2010,1,2010-01-29,43449,-0.000160127,0.0032578483
2010,1,2010-01-29,43553,-0.016521014,0.006946383
2010,1,2010-01-29,43721,0.0101440102,-0.021848422
2010,1,2010-01-29,43772,-0.05362564,0.010425201
2010,1,2010-01-29,44134,-0.055555575,-0.036583375
2010,1,2010-01-29,44329,0.0606791712,0.00053872913
2010,1,2010-01-29,44601,-0.109071068,0.0065017715
2010,1,2010-01-29,44951,0.1573564112,0.00670491
2010,1,2010-01-29,45277,-0.022908913,0.009589303
2010,1,2010-01-29,45495,-0.051236745,0.013262571
2010,1,2010-01-29,45794,0.1159366816,4.486926e-05
2010,1,2010-01-29,45911,-0.105708249,0.0076397397
2010,1,2010-01-29,46578,-0.021803308,0.01508814
2010,1,2010-01-29,46674,-0.007376153,-0.00035335496
2010,1,2010-01-29,46690,-0.017155886,0.019417856
2010,1,2010-01-29,46877,0.0662387386,-0.0002577249
2010,1,2010-01-29,46886,-0.220132723,0.009504189
2010,1,2010-01-29,47466,0.0453074798,0.04128212
2010,1,2010-01-29,47941,0.0875420347,0.027943876
2010,1,2010-01-29,48267,-0.169717208,0.008294614
2010,1,2010-01-29,48486,-0.158122957,-0.000611742
2010,1,2010-01-29,49154,0.0599545501,0.0071616266
2010,1,2010-01-29,49373,-0.048629545,0.0038059563
2010,1,2010-01-29,49680,-0.051196791,0.007994837
2010,1,2010-01-29,50017,-0.077231668,-0.011633505
2010,1,2010-01-29,50278,0.0080862669,-0.025403094
2010,1,2010-01-29,50606,-0.023566237,0.005063819
2010,1,2010-01-29,50876,-0.014281667,0.025946897
2010,1,2010-01-29,51369,-0.12954329,0.049768977
2010,1,2010-01-29,51377,-0.13671872,0.0025915257
2010,1,2010-01-29,51625,-0.058608003,0.021799829
2010,1,2010-01-29,52038,0.0017895217,0.019448541
2010,1,2010-01-29,52090,0.0047051804,0.005320809
2010,1,2010-01-29,52337,0.0278293323,0.027897686
2010,1,2010-01-29,52695,0.0253020432,0.0070649437
2010,1,2010-01-29,52708,0.2059513777,0.094144024
2010,1,2010-01-29,52978,-0.040860951,0.004473944
2010,1,2010-01-29,53225,-0.006210216,0.0009578527
2010,1,2010-01-29,53613,-0.174242437,0.0058508525
2010,1,2010-01-29,53866,0.1095939353,0.011713026
2010,1,2010-01-29,54148,0.0520000458,-0.0016526533
2010,1,2010-01-29,54181,-0.046717308,-0.013590003
2010,1,2010-01-29,54827,-0.064501137,0.011749455
2010,1,2010-01-29,55212,-0.004753238,0.021481186
2010,1,2010-01-29,55976,-0.00037419,-0.012124228
2010,1,2010-01-29,56274,-0.004772211,0.027898572
2010,1,2010-01-29,56573,-0.091685794,0.01478992
2010,1,2010-01-29,57568,-0.017601544,0.0049036043
2010,1,2010-01-29,57665,-0.03511427,0.006142808
2010,1,2010-01-29,57809,-0.07584177,0.022012524
2010,1,2010-01-29,57817,-0.080894113,0.0076949135
2010,1,2010-01-29,58318,-0.013124696,-0.004706559
2010,1,2010-01-29,58683,-0.008748939,-0.020402823
2010,1,2010-01-29,58771,-0.087408498,-0.0011307904
2010,1,2010-01-29,58975,-0.065276824,0.018136706
2010,1,2010-01-29,59010,-0.085202903,-0.001495637
2010,1,2010-01-29,59045,-0.068619095,0.026136491
2010,1,2010-01-29,59248,-0.069973424,-0.010626576
2010,1,2010-01-29,59328,-0.049019609,0.013892461
2010,1,2010-01-29,59459,0.0162454378,-0.006253983
2010,1,2010-01-29,60097,-0.020122787,0.010995837
2010,1,2010-01-29,60206,-0.03265493,-0.013386962
2010,1,2010-01-29,60599,-0.060756721,-0.061548483
2010,1,2010-01-29,60628,-0.061114423,0.0008164146
2010,1,2010-01-29,60871,-0.146295145,0.022533424
2010,1,2010-01-29,60943,-0.104901932,0.0076520657
2010,1,2010-01-29,60986,-0.095936075,0.03786643
2010,1,2010-01-29,61241,-0.229338869,-0.0058675287
2010,1,2010-01-29,61313,-0.101081312,-0.001414407
2010,1,2010-01-29,61399,-0.070542961,-0.004294481
2010,1,2010-01-29,61516,-0.03400372,0.017064538
2010,1,2010-01-29,61815,0.0381915346,0.0038559176
2010,1,2010-01-29,62034,-0.048606761,0.0027838936
2010,1,2010-01-29,62092,-0.032291826,0.0060277935
2010,1,2010-01-29,62148,-0.116106428,0.012760498
2010,1,2010-01-29,63714,0.0339123122,0.0022582267
2010,1,2010-01-29,63773,-0.069870256,0.036493484
2010,1,2010-01-29,63781,0.0715294331,0.0015932652
2010,1,2010-01-29,63830,-0.04621657,0.007024795
2010,1,2010-01-29,64186,-0.042529061,0.023078863
2010,1,2010-01-29,64282,-0.011434476,0.025074132
2010,1,2010-01-29,65307,-0.070093416,0.009148713
2010,1,2010-01-29,65541,-0.072665252,0.036512736
2010,1,2010-01-29,65875,-0.097645663,0.012145751
2010,1,2010-01-29,66093,-0.08027114,0.0042891176
2010,1,2010-01-29,66114,-0.177167207,-0.00081539154
2010,1,2010-01-29,66181,-0.0318009,0.027109656
2010,1,2010-01-29,66384,-0.139524341,0.002017486
2010,1,2010-01-29,67467,-0.019668726,0.0036975057
2010,1,2010-01-29,67847,-0.094924636,0.0037580868
2010,1,2010-01-29,68591,0.0258292761,-0.0058342386
2010,1,2010-01-29,69550,-0.010851913,0.00087773474
2010,1,2010-01-29,69796,0.0094161713,0.008448744
2010,1,2010-01-29,70033,-0.097619087,0.017168105
2010,1,2010-01-29,70228,-0.0180755,0.0056346664
2010,1,2010-01-29,70308,-0.112184882,0.0036489926
2010,1,2010-01-29,70332,0.0217878986,-0.00039840024
2010,1,2010-01-29,70500,-0.047641519,0.0049003744
2010,1,2010-01-29,70536,-0.053412478,0.015142599
2010,1,2010-01-29,70578,-0.015253483,0.013019552
2010,1,2010-01-29,70923,-0.008558207,-0.034914706
2010,1,2010-01-29,71176,-0.050940163,0.009934281
2010,1,2010-01-29,73139,0.0307722706,0.010772923
2010,1,2010-01-29,75034,0.1222825944,0.010749145
2010,1,2010-01-29,75100,-0.05558138,0.014275808
2010,1,2010-01-29,75224,0.0076530743,-0.008629422
2010,1,2010-01-29,75241,-0.086983576,0.010227609
2010,1,2010-01-29,75257,0.132042259,0.028201751
2010,1,2010-01-29,75320,-0.137703374,0.004066466
2010,1,2010-01-29,75326,-0.053033721,-0.015692797
2010,1,2010-01-29,75383,-0.001069677,-0.016089544
2010,1,2010-01-29,75489,-0.045953684,-0.023740374
2010,1,2010-01-29,75573,-0.119379848,0.07163151
2010,1,2010-01-29,75577,-0.057887737,0.007921659
2010,1,2010-01-29,75591,-0.090208679,0.0056054895
2010,1,2010-01-29,75607,-0.052543245,-0.00076762214
2010,1,2010-01-29,75646,-0.087446414,0.0051461104
2010,1,2010-01-29,75694,-0.042882074,4.22094e-05
2010,1,2010-01-29,75825,-0.069218956,0.0015400811
2010,1,2010-01-29,75828,-0.082816862,0.014812052
2010,1,2010-01-29,76076,-0.061403558,0.0069428706
2010,1,2010-01-29,76081,0.0111465091,0.106850766
2010,1,2010-01-29,76082,-0.122046337,0.0080908835
2010,1,2010-01-29,76095,0.0393103249,0.0072063087
2010,1,2010-01-29,76123,-0.100034595,-0.035303213
2010,1,2010-01-29,76138,-0.045531902,0.028315384
2010,1,2010-01-29,76149,0.0544856638,-0.0014273888
2010,1,2010-01-29,76201,-0.059058242,0.023248253
2010,1,2010-01-29,76226,-0.079715297,0.04726784
2010,1,2010-01-29,76230,-0.091666721,-0.0023787962
2010,1,2010-01-29,76240,0.1112903059,0.0138697475
2010,1,2010-01-29,76282,-0.060052201,0.013465421
2010,1,2010-01-29,76477,-0.105358511,-0.005807151
2010,1,2010-01-29,76584,0.0065075341,0.026109304
2010,1,2010-01-29,76605,-0.019232038,0.0034667682
2010,1,2010-01-29,76614,0.1025640815,0.006386181
2010,1,2010-01-29,76625,0.022749152,0.009802002
2010,1,2010-01-29,76639,-0.171395481,0.014862524
2010,1,2010-01-29,76644,-0.193940476,-0.011648987
2010,1,2010-01-29,76695,0.0669255406,0.02886828
2010,1,2010-01-29,76708,0.0763264894,-0.032409728
2010,1,2010-01-29,76709,-0.017960694,0.011568265
2010,1,2010-01-29,76712,-0.051089428,0.009577006
2010,1,2010-01-29,76744,-0.103850573,-0.0020485222
2010,1,2010-01-29,76841,0.0044860127,0.003956827
2010,1,2010-01-29,77157,-0.17188926,-0.051839825
2010,1,2010-01-29,77178,-0.152831823,0.0025211424
2010,1,2010-01-29,77274,0.1155534983,-0.0023438288
2010,1,2010-01-29,77281,-0.008378923,0.010552112
2010,1,2010-01-29,77300,0.0099211242,0.01396803
2010,1,2010-01-29,77338,-0.041913256,0.00041205762
2010,1,2010-01-29,77357,-0.045332145,0.0062009185
2010,1,2010-01-29,77418,-0.057995837,0.06469232
2010,1,2010-01-29,77421,-0.008482527,0.005602398
2010,1,2010-01-29,77462,-0.049522668,0.01070921
2010,1,2010-01-29,77496,-0.130041987,-0.032603435
2010,1,2010-01-29,77520,-0.044217695,0.00849363
2010,1,2010-01-29,77605,-0.041111097,0.0008018799
2010,1,2010-01-29,77606,-0.066011518,-0.00075229537
2010,1,2010-01-29,77661,0.0846366212,0.0043307473
2010,1,2010-01-29,77668,-0.029622745,0.0048410017
2010,1,2010-01-29,77702,-0.05507366,0.014679888
2010,1,2010-01-29,77730,0.126324296,0.0015848186
2010,1,2010-01-29,77763,-0.054343414,0.031713344
2010,1,2010-01-29,77768,-0.062134206,0.0034912028
2010,1,2010-01-29,77976,-0.070741899,-0.029235352
2010,1,2010-01-29,78034,0.0207290892,0.012580328
2010,1,2010-01-29,78840,-0.019531231,0.031325176
2010,1,2010-01-29,78875,-0.008160353,-0.019905366
2010,1,2010-01-29,78877,-0.042503808,-0.020299084
2010,1,2010-01-29,78916,-0.031305268,0.0054546124
2010,1,2010-01-29,78975,-0.036446434,0.006553138
2010,1,2010-01-29,78977,-0.013911366,0.012377903
2010,1,2010-01-29,78987,-0.111531839,-0.008845969
2010,1,2010-01-29,79089,-0.027115608,0.008209452
2010,1,2010-01-29,79094,-0.166378886,0.011529315
2010,1,2010-01-29,79103,-0.008394536,0.0028046537
2010,1,2010-01-29,79133,-0.007274821,0.002113196
2010,1,2010-01-29,79265,-0.096241966,-0.014704828
2010,1,2010-01-29,79411,-0.031472482,0.0044825366
2010,1,2010-01-29,79545,0.0562913567,0.002352273
2010,1,2010-01-29,79678,-0.085508533,0.0036182902
2010,1,2010-01-29,79698,0.1862526834,0.04048666
2010,1,2010-01-29,79785,-0.037385158,0.0012284722
2010,1,2010-01-29,79857,0.0006514186,0.0080373455
2010,1,2010-01-29,79879,-0.047272712,0.073958516
2010,1,2010-01-29,79881,-0.097742267,-0.0071293516
2010,1,2010-01-29,79915,0.0147211095,-0.0100788595
2010,1,2010-01-29,80079,0.0244372115,0.016260872
2010,1,2010-01-29,80080,-0.061587032,0.01389153
2010,1,2010-01-29,80128,-0.114595264,0.008953598
2010,1,2010-01-29,80191,-0.01787181,0.016499054
2010,1,2010-01-29,80204,-0.114416763,-1.9833446e-05
2010,1,2010-01-29,80266,-0.089030221,0.013474761
2010,1,2010-01-29,80286,-0.047196526,0.012712159
2010,1,2010-01-29,80320,-0.078099415,-0.00462202
2010,1,2010-01-29,80432,-0.064193122,0.0015137745
2010,1,2010-01-29,80864,-0.057380829,0.0044269473
2010,1,2010-01-29,80924,0.4028333127,0.044706807
2010,1,2010-01-29,81061,-0.058880005,0.012797878
2010,1,2010-01-29,81138,0.0001650433,0.0017983774
2010,1,2010-01-29,81481,0.0252588242,0.0036483263
2010,1,2010-01-29,81501,-0.002037398,0.00934172
2010,1,2010-01-29,81540,0.0456463583,0.015873466
2010,1,2010-01-29,81655,0.061020799,0.004046022
2010,1,2010-01-29,81677,-0.061459314,0.027016558
2010,1,2010-01-29,81678,-0.086606756,-0.0041940035
2010,1,2010-01-29,81696,-0.120847382,0.025585242
2010,1,2010-01-29,81736,-0.021618539,0.005736161
2010,1,2010-01-29,81774,-0.167517722,-0.022511754
2010,1,2010-01-29,81776,-0.076358296,0.0019752602
2010,1,2010-01-29,81857,-0.099043049,0.011384991
2010,1,2010-01-29,81912,-0.062352009,0.029148575
2010,1,2010-01-29,82298,-0.070006095,-0.014683078
2010,1,2010-01-29,82307,0.0173646007,0.004225514
2010,1,2010-01-29,82581,0.0275665559,0.00796284
2010,1,2010-01-29,82598,-0.152211919,0.0065151034
2010,1,2010-01-29,82618,-0.123145901,0.005723142
2010,1,2010-01-29,82642,0.0860214978,0.0058631552
2010,1,2010-01-29,82643,-0.007313265,0.0782267
2010,1,2010-01-29,82651,-0.080374427,0.014555294
2010,1,2010-01-29,82686,-0.001441994,0.011039097
2010,1,2010-01-29,82694,-0.105576217,0.030766416
2010,1,2010-01-29,82759,-0.032839619,0.0062466306
2010,1,2010-01-29,82777,-0.076808542,0.023344547
2010,1,2010-01-29,82800,-0.19082348,-0.07485721
2010,1,2010-01-29,82837,-0.003412966,-0.008651919
2010,1,2010-01-29,82924,-0.003104132,-0.0050432207
2010,1,2010-01-29,83011,-0.080847017,0.022933755
2010,1,2010-01-29,83111,-0.050184365,0.011809926
2010,1,2010-01-29,83405,-0.101722032,0.0017287955
2010,1,2010-01-29,83421,-0.022727368,-0.002622554
2010,1,2010-01-29,83462,-0.088254258,0.021342615
2010,1,2010-01-29,83862,-0.13636364,-0.00071649905
2010,1,2010-01-29,83906,-0.040964264,-0.0029232642
2010,1,2010-01-29,83976,-0.094978414,0.00085527217
2010,1,2010-01-29,84020,0.0275403578,0.038839202
2010,1,2010-01-29,84032,-0.072351977,0.003020973
2010,1,2010-01-29,84168,-0.03151869,-0.008056386
2010,1,2010-01-29,84262,-0.143340811,-0.028118048
2010,1,2010-01-29,84342,-0.104022957,0.008804079
2010,1,2010-01-29,84364,0.0648708269,-0.0035436954
2010,1,2010-01-29,84372,0.0754717141,0.019089095
2010,1,2010-01-29,84373,-0.076349832,-0.0025241645
2010,1,2010-01-29,84381,0.0268199686,0.018850114
2010,1,2010-01-29,84403,-0.013193642,0.05088598
2010,1,2010-01-29,84563,-0.104181111,0.006119657
2010,1,2010-01-29,84656,-0.012684484,0.0023990152
2010,1,2010-01-29,84769,-0.137288868,0.00202518
2010,1,2010-01-29,84788,-0.067722276,-0.002885459
2010,1,2010-01-29,85032,0.0,0.0075219083
2010,1,2010-01-29,85072,0.012595661,0.0037557925
2010,1,2010-01-29,85232,0.0330174826,-0.0037069246
2010,1,2010-01-29,85257,-0.047071207,0.003983054
2010,1,2010-01-29,85269,0.099701494,0.02523106
2010,1,2010-01-29,85348,-0.015727827,0.0022653406
2010,1,2010-01-29,85459,-0.035756826,-0.028308973
2010,1,2010-01-29,85621,-0.071625836,0.00608886
2010,1,2010-01-29,85631,-0.063754387,0.001986389
2010,1,2010-01-29,85645,-0.027711237,0.005171614
2010,1,2010-01-29,85724,-0.066924043,0.007892292
2010,1,2010-01-29,85792,-0.125719815,-0.012914729
2010,1,2010-01-29,85908,-0.057988212,0.040803175
2010,1,2010-01-29,85914,-0.071211293,0.0018191128
2010,1,2010-01-29,85926,-0.092406243,0.020820629
2010,1,2010-01-29,85963,-0.150937408,0.0073324502
2010,1,2010-01-29,86021,-0.041518122,-0.0005715862
2010,1,2010-01-29,86111,-0.017588483,-0.010318472
2010,1,2010-01-29,86176,-0.021189911,-0.0034286333
2010,1,2010-01-29,86228,-0.053691223,0.009141913
2010,1,2010-01-29,86339,-0.053791042,0.008634503
2010,1,2010-01-29,86580,-0.176124185,-0.01372664
2010,1,2010-01-29,86725,-0.048065916,-0.007967378
2010,1,2010-01-29,86756,-0.00799998,-0.036461927
2010,1,2010-01-29,86799,-0.064056195,-0.012304618
2010,1,2010-01-29,86881,-0.099606842,-0.0012953421
2010,1,2010-01-29,86946,0.0043420717,0.0037900615
2010,1,2010-01-29,86964,-0.0668303,0.010567756
2010,1,2010-01-29,86979,-0.068991378,-0.010304171
2010,1,2010-01-29,87006,0.1314339638,0.00484919
2010,1,2010-01-29,87034,-0.02100409,0.00068525877
2010,1,2010-01-29,87055,-0.029406758,-0.0040405216
2010,1,2010-01-29,87056,0.0329612382,0.037395395
2010,1,2010-01-29,87137,-0.089659818,-0.031160105
2010,1,2010-01-29,87184,-0.119093865,0.0091248695
2010,1,2010-01-29,87292,-0.065865792,0.0064561246
2010,1,2010-01-29,87432,-0.09784355,0.020173822
2010,1,2010-01-29,87541,-0.042155553,0.006982039
2010,1,2010-01-29,87612,-0.121903509,0.0082572745
2010,1,2010-01-29,87657,0.0318941213,0.009296829
2010,1,2010-01-29,87659,-0.094321132,-0.006952296
2010,1,2010-01-29,87812,-0.126911938,0.0058320966
2010,1,2010-01-29,88031,0.0013020635,0.023869298
2010,1,2010-01-29,88182,-0.182539657,-0.0008067535
2010,1,2010-01-29,88281,0.078658402,-0.00892911
2010,1,2010-01-29,88284,-0.083707854,0.007268078
2010,1,2010-01-29,88352,0.0811719522,0.013815127
2010,1,2010-01-29,88436,-0.0199805,0.010626263
2010,1,2010-01-29,88446,0.1958930343,0.026771154
2010,1,2010-01-29,88504,0.0174129382,0.020189587
2010,1,2010-01-29,88661,-0.045168292,0.010090424
2010,1,2010-01-29,88668,-0.068562724,-0.015234458
2010,1,2010-01-29,88853,0.0066607287,-0.009764451
2010,1,2010-01-29,88873,-0.173783898,-0.015340191
2010,1,2010-01-29,88924,0.0223064255,0.025217894
2010,1,2010-01-29,88991,-0.068347715,-0.00016205385
2010,1,2010-01-29,89002,-0.079424024,0.0052098944
2010,1,2010-01-29,89003,0.005119408,0.028327819
2010,1,2010-01-29,89004,-0.080740005,0.0068581575
2010,1,2010-01-29,89006,0.0176600274,0.012704501
2010,1,2010-01-29,89014,-0.039198011,0.011210302
2010,1,2010-01-29,89070,-0.047200151,0.0123975985
2010,1,2010-01-29,89105,-0.113050185,0.010157705
2010,1,2010-01-29,89213,0.0188603252,0.0049079447
2010,1,2010-01-29,89217,-0.025444634,0.0050928844
2010,1,2010-01-29,89230,-0.027463248,-0.014879948
2010,1,2010-01-29,89244,-0.01028804,0.041953422
2010,1,2010-01-29,89301,-0.098906107,-0.00598085
2010,1,2010-01-29,89393,0.1299691349,0.015196871
2010,1,2010-01-29,89502,0.0002330414,-0.0045549115
2010,1,2010-01-29,89508,-0.149278387,0.022117913
2010,1,2010-01-29,89509,-0.070983611,-0.0070257913
2010,1,2010-01-29,89525,-0.055486396,0.0063377586
2010,1,2010-01-29,89533,0.0626824945,0.016912024
2010,1,2010-01-29,89540,-0.100522712,0.02384774
2010,1,2010-01-29,89636,0.2057121694,0.0036069145
2010,1,2010-01-29,89644,-0.156862766,0.017475428
2010,1,2010-01-29,89757,0.1177951097,0.0055679074
2010,1,2010-01-29,89866,-0.042879026,0.020493304
